Var1,Freq,pl.p,planting,plot.type,preRE
5.555,44.4444444444,167,55,Young regrowth,12
6.125,0,167,55,Young regrowth,12
6.695,0,167,55,Young regrowth,12
7.265,0,167,55,Young regrowth,12
7.84,0,167,55,Young regrowth,12
8.42,0,167,55,Young regrowth,12
-2.455,0,168,55,Young regrowth,12
-1.875,0,168,55,Young regrowth,12
-1.305,0,168,55,Young regrowth,12
-0.7345,0,168,55,Young regrowth,12
-0.163,0,168,55,Young regrowth,12
0.409,44.4444444444,168,55,Young regrowth,12
0.9825,266.6666666667,168,55,Young regrowth,12
1.555,622.2222222222,168,55,Young regrowth,12
2.125,444.4444444444,168,55,Young regrowth,12
2.695,444.4444444444,168,55,Young regrowth,12
3.265,400,168,55,Young regrowth,12
3.835,133.3333333333,168,55,Young regrowth,12
4.41,0,168,55,Young regrowth,12
4.985,0,168,55,Young regrowth,12
5.555,0,168,55,Young regrowth,12
6.125,0,168,55,Young regrowth,12
6.695,0,168,55,Young regrowth,12
7.265,0,168,55,Young regrowth,12
7.84,0,168,55,Young regrowth,12
8.42,0,168,55,Young regrowth,12
-2.455,0,169,55,Young regrowth,12
-1.875,0,169,55,Young regrowth,12
-1.305,0,169,55,Young regrowth,12
-0.7345,0,169,55,Young regrowth,12
-0.163,44.4444444444,169,55,Young regrowth,12
0.409,0,169,55,Young regrowth,12
0.9825,88.8888888889,169,55,Young regrowth,12
1.555,577.7777777778,169,55,Young regrowth,12
2.125,222.2222222222,169,55,Young regrowth,12
2.695,222.2222222222,169,55,Young regrowth,12
3.265,177.7777777778,169,55,Young regrowth,12
3.835,133.3333333333,169,55,Young regrowth,12
4.41,0,169,55,Young regrowth,12
4.985,44.4444444444,169,55,Young regrowth,12
5.555,0,169,55,Young regrowth,12
6.125,0,169,55,Young regrowth,12
6.695,0,169,55,Young regrowth,12
7.265,0,169,55,Young regrowth,12
7.84,0,169,55,Young regrowth,12
8.42,0,169,55,Young regrowth,12
-2.455,0,170,56,Remnant,12
-1.875,0,170,56,Remnant,12
-1.305,0,170,56,Remnant,12
-0.7345,0,170,56,Remnant,12
-0.163,0,170,56,Remnant,12
0.409,100,170,56,Remnant,12
0.9825,0,170,56,Remnant,12
1.555,200,170,56,Remnant,12
2.125,300,170,56,Remnant,12
2.695,400,170,56,Remnant,12
3.265,100,170,56,Remnant,12
3.835,300,170,56,Remnant,12
4.41,800,170,56,Remnant,12
4.985,200,170,56,Remnant,12
5.555,600,170,56,Remnant,12
6.125,100,170,56,Remnant,12
6.695,100,170,56,Remnant,12
7.265,0,170,56,Remnant,12
7.84,0,170,56,Remnant,12
8.42,0,170,56,Remnant,12
-2.455,0,171,56,Remnant,12
-1.875,0,171,56,Remnant,12
-1.305,0,171,56,Remnant,12
-0.7345,0,171,56,Remnant,12
-0.163,44.4444444444,171,56,Remnant,12
0.409,444.4444444444,171,56,Remnant,12
0.9825,533.3333333333,171,56,Remnant,12
1.555,711.1111111111,171,56,Remnant,12
2.125,577.7777777778,171,56,Remnant,12
2.695,666.6666666667,171,56,Remnant,12
3.265,577.7777777778,171,56,Remnant,12
3.835,177.7777777778,171,56,Remnant,12
4.41,44.4444444444,171,56,Remnant,12
4.985,44.4444444444,171,56,Remnant,12
5.555,88.8888888889,171,56,Remnant,12
6.125,88.8888888889,171,56,Remnant,12
6.695,44.4444444444,171,56,Remnant,12
7.265,0,171,56,Remnant,12
7.84,0,171,56,Remnant,12
8.42,0,171,56,Remnant,12
-2.455,0,172,56,Remnant,12
-1.875,0,172,56,Remnant,12
-1.305,0,172,56,Remnant,12
-0.7345,0,172,56,Remnant,12
-0.163,0,172,56,Remnant,12
0.409,88.8888888889,172,56,Remnant,12
0.9825,177.7777777778,172,56,Remnant,12
1.555,133.3333333333,172,56,Remnant,12
2.125,44.4444444444,172,56,Remnant,12
2.695,44.4444444444,172,56,Remnant,12
3.265,88.8888888889,172,56,Remnant,12
3.835,311.1111111111,172,56,Remnant,12
4.41,88.8888888889,172,56,Remnant,12
4.985,222.2222222222,172,56,Remnant,12
5.555,0,172,56,Remnant,12
6.125,88.8888888889,172,56,Remnant,12
6.695,0,172,56,Remnant,12
7.265,0,172,56,Remnant,12
7.84,44.4444444444,172,56,Remnant,12
8.42,0,172,56,Remnant,12
-2.455,0,173,56,Remnant,12
-1.875,0,173,56,Remnant,12
-1.305,0,173,56,Remnant,12
-0.7345,0,173,56,Remnant,12
-0.163,88.8888888889,173,56,Remnant,12
0.409,133.3333333333,173,56,Remnant,12
0.9825,44.4444444444,173,56,Remnant,12
1.555,44.4444444444,173,56,Remnant,12
2.125,133.3333333333,173,56,Remnant,12
2.695,133.3333333333,173,56,Remnant,12
3.265,133.3333333333,173,56,Remnant,12
3.835,266.6666666667,173,56,Remnant,12
4.41,88.8888888889,173,56,Remnant,12
4.985,133.3333333333,173,56,Remnant,12
5.555,44.4444444444,173,56,Remnant,12
6.125,44.4444444444,173,56,Remnant,12
6.695,44.4444444444,173,56,Remnant,12
7.265,44.4444444444,173,56,Remnant,12
7.84,0,173,56,Remnant,12
8.42,0,173,56,Remnant,12
-2.455,0,174,57,Planting,12
-1.875,0,174,57,Planting,12
-1.305,0,174,57,Planting,12
-0.7345,0,174,57,Planting,12
-0.163,0,174,57,Planting,12
0.409,1700,174,57,Planting,12
0.9825,1900,174,57,Planting,12
1.555,1300,174,57,Planting,12
2.125,800,174,57,Planting,12
2.695,500,174,57,Planting,12
3.265,600,174,57,Planting,12
3.835,200,174,57,Planting,12
4.41,0,174,57,Planting,12
4.985,0,174,57,Planting,12
5.555,0,174,57,Planting,12
6.125,0,174,57,Planting,12
6.695,0,174,57,Planting,12
7.265,0,174,57,Planting,12
7.84,0,174,57,Planting,12
8.42,0,174,57,Planting,12
-2.455,0,175,57,Planting,12
-1.875,0,175,57,Planting,12
-1.305,0,175,57,Planting,12
-0.7345,0,175,57,Planting,12
-0.163,300,175,57,Planting,12
0.409,0,175,57,Planting,12
0.9825,800,175,57,Planting,12
1.555,700,175,57,Planting,12
2.125,1300,175,57,Planting,12
2.695,800,175,57,Planting,12
3.265,300,175,57,Planting,12
3.835,0,175,57,Planting,12
4.41,0,175,57,Planting,12
4.985,0,175,57,Planting,12
5.555,0,175,57,Planting,12
6.125,0,175,57,Planting,12
6.695,0,175,57,Planting,12
7.265,0,175,57,Planting,12
7.84,0,175,57,Planting,12
8.42,0,175,57,Planting,12
-2.455,0,176,57,Planting,12
-1.875,0,176,57,Planting,12
-1.305,0,176,57,Planting,12
-0.7345,0,176,57,Planting,12
-0.163,200,176,57,Planting,12
0.409,600,176,57,Planting,12
0.9825,800,176,57,Planting,12
1.555,800,176,57,Planting,12
2.125,900,176,57,Planting,12
2.695,300,176,57,Planting,12
3.265,100,176,57,Planting,12
3.835,0,176,57,Planting,12
4.41,0,176,57,Planting,12
4.985,0,176,57,Planting,12
5.555,0,176,57,Planting,12
6.125,0,176,57,Planting,12
6.695,0,176,57,Planting,12
7.265,0,176,57,Planting,12
7.84,0,176,57,Planting,12
8.42,0,176,57,Planting,12
-2.455,0,177,57,Planting,12
-1.875,0,177,57,Planting,12
-1.305,0,177,57,Planting,12
-0.7345,500,177,57,Planting,12
-0.163,0,177,57,Planting,12
0.409,0,177,57,Planting,12
0.9825,300,177,57,Planting,12
1.555,200,177,57,Planting,12
2.125,200,177,57,Planting,12
2.695,200,177,57,Planting,12
3.265,300,177,57,Planting,12
3.835,200,177,57,Planting,12
4.41,100,177,57,Planting,12
4.985,0,177,57,Planting,12
5.555,0,177,57,Planting,12
6.125,0,177,57,Planting,12
6.695,0,177,57,Planting,12
7.265,0,177,57,Planting,12
7.84,0,177,57,Planting,12
8.42,0,177,57,Planting,12
-2.455,0,178,58,Planting,5
-1.875,0,178,58,Planting,5
-1.305,0,178,58,Planting,5
-0.7345,0,178,58,Planting,5
-0.163,11.1111111111,178,58,Planting,5
0.409,0,178,58,Planting,5
0.9825,44.4444444444,178,58,Planting,5
1.555,22.2222222222,178,58,Planting,5
2.125,22.2222222222,178,58,Planting,5
2.695,0,178,58,Planting,5
3.265,11.1111111111,178,58,Planting,5
3.835,44.4444444444,178,58,Planting,5
4.41,155.5555555556,178,58,Planting,5
4.985,111.1111111111,178,58,Planting,5
5.555,11.1111111111,178,58,Planting,5
6.125,0,178,58,Planting,5
6.695,0,178,58,Planting,5
7.265,0,178,58,Planting,5
7.84,0,178,58,Planting,5
8.42,0,178,58,Planting,5
-2.455,0,179,58,Planting,5
-1.875,0,179,58,Planting,5
-1.305,0,179,58,Planting,5
-0.7345,0,179,58,Planting,5
-0.163,0,179,58,Planting,5
0.409,11.1111111111,179,58,Planting,5
0.9825,11.1111111111,179,58,Planting,5
1.555,0,179,58,Planting,5
2.125,11.1111111111,179,58,Planting,5
2.695,33.3333333333,179,58,Planting,5
3.265,22.2222222222,179,58,Planting,5
3.835,33.3333333333,179,58,Planting,5
4.41,188.8888888889,179,58,Planting,5
4.985,133.3333333333,179,58,Planting,5
5.555,0,179,58,Planting,5
6.125,0,179,58,Planting,5
6.695,0,179,58,Planting,5
7.265,0,179,58,Planting,5
7.84,0,179,58,Planting,5
8.42,0,179,58,Planting,5
-2.455,0,180,58,Planting,5
-1.875,0,180,58,Planting,5
-1.305,0,180,58,Planting,5
-0.7345,0,180,58,Planting,5
-0.163,0,180,58,Planting,5
0.409,0,180,58,Planting,5
0.9825,11.1111111111,180,58,Planting,5
1.555,0,180,58,Planting,5
2.125,22.2222222222,180,58,Planting,5
2.695,22.2222222222,180,58,Planting,5
3.265,0,180,58,Planting,5
3.835,33.3333333333,180,58,Planting,5
4.41,177.7777777778,180,58,Planting,5
4.985,144.4444444444,180,58,Planting,5
5.555,11.1111111111,180,58,Planting,5
6.125,0,180,58,Planting,5
6.695,0,180,58,Planting,5
7.265,0,180,58,Planting,5
7.84,0,180,58,Planting,5
8.42,0,180,58,Planting,5
-2.455,0,181,59,Young regrowth,12
-1.875,0,181,59,Young regrowth,12
-1.305,0,181,59,Young regrowth,12
-0.7345,0,181,59,Young regrowth,12
-0.163,0,181,59,Young regrowth,12
0.409,0,181,59,Young regrowth,12
0.9825,50,181,59,Young regrowth,12
1.555,50,181,59,Young regrowth,12
2.125,225,181,59,Young regrowth,12
2.695,325,181,59,Young regrowth,12
3.265,150,181,59,Young regrowth,12
3.835,100,181,59,Young regrowth,12
4.41,50,181,59,Young regrowth,12
4.985,50,181,59,Young regrowth,12
5.555,0,181,59,Young regrowth,12
6.125,25,181,59,Young regrowth,12
6.695,0,181,59,Young regrowth,12
7.265,0,181,59,Young regrowth,12
7.84,0,181,59,Young regrowth,12
8.42,0,181,59,Young regrowth,12
-2.455,0,182,59,Young regrowth,12
-1.875,0,182,59,Young regrowth,12
-1.305,0,182,59,Young regrowth,12
-0.7345,0,182,59,Young regrowth,12
-0.163,0,182,59,Young regrowth,12
0.409,25,182,59,Young regrowth,12
0.9825,75,182,59,Young regrowth,12
1.555,100,182,59,Young regrowth,12
2.125,425,182,59,Young regrowth,12
2.695,350,182,59,Young regrowth,12
3.265,325,182,59,Young regrowth,12
3.835,75,182,59,Young regrowth,12
4.41,25,182,59,Young regrowth,12
4.985,25,182,59,Young regrowth,12
5.555,50,182,59,Young regrowth,12
6.125,0,182,59,Young regrowth,12
6.695,0,182,59,Young regrowth,12
7.265,0,182,59,Young regrowth,12
7.84,0,182,59,Young regrowth,12
8.42,0,182,59,Young regrowth,12
-2.455,0,183,59,Young regrowth,12
-1.875,0,183,59,Young regrowth,12
-1.305,25,183,59,Young regrowth,12
-0.7345,0,183,59,Young regrowth,12
-0.163,0,183,59,Young regrowth,12
0.409,0,183,59,Young regrowth,12
0.9825,75,183,59,Young regrowth,12
1.555,25,183,59,Young regrowth,12
2.125,75,183,59,Young regrowth,12
2.695,125,183,59,Young regrowth,12
3.265,200,183,59,Young regrowth,12
3.835,25,183,59,Young regrowth,12
4.41,25,183,59,Young regrowth,12
4.985,125,183,59,Young regrowth,12
5.555,0,183,59,Young regrowth,12
6.125,25,183,59,Young regrowth,12
6.695,0,183,59,Young regrowth,12
7.265,0,183,59,Young regrowth,12
7.84,0,183,59,Young regrowth,12
8.42,0,183,59,Young regrowth,12
-2.455,0,184,60,Remnant,5
-1.875,0,184,60,Remnant,5
-1.305,0,184,60,Remnant,5
-0.7345,0,184,60,Remnant,5
-0.163,0,184,60,Remnant,5
0.409,0,184,60,Remnant,5
0.9825,0,184,60,Remnant,5
1.555,25,184,60,Remnant,5
2.125,0,184,60,Remnant,5
2.695,75,184,60,Remnant,5
3.265,50,184,60,Remnant,5
3.835,75,184,60,Remnant,5
4.41,75,184,60,Remnant,5
4.985,125,184,60,Remnant,5
5.555,125,184,60,Remnant,5
6.125,0,184,60,Remnant,5
6.695,50,184,60,Remnant,5
7.265,0,184,60,Remnant,5
7.84,0,184,60,Remnant,5
8.42,0,184,60,Remnant,5
-2.455,0,185,60,Remnant,5
-1.875,0,185,60,Remnant,5
-1.305,0,185,60,Remnant,5
-0.7345,0,185,60,Remnant,5
-0.163,25,185,60,Remnant,5
0.409,0,185,60,Remnant,5
0.9825,0,185,60,Remnant,5
1.555,0,185,60,Remnant,5
2.125,0,185,60,Remnant,5
2.695,75,185,60,Remnant,5
3.265,25,185,60,Remnant,5
3.835,150,185,60,Remnant,5
4.41,50,185,60,Remnant,5
4.985,200,185,60,Remnant,5
5.555,125,185,60,Remnant,5
6.125,0,185,60,Remnant,5
6.695,0,185,60,Remnant,5
7.265,0,185,60,Remnant,5
7.84,0,185,60,Remnant,5
8.42,0,185,60,Remnant,5
-2.455,0,186,60,Remnant,5
-1.875,0,186,60,Remnant,5
-1.305,0,186,60,Remnant,5
-0.7345,0,186,60,Remnant,5
-0.163,0,186,60,Remnant,5
0.409,0,186,60,Remnant,5
0.9825,50,186,60,Remnant,5
1.555,25,186,60,Remnant,5
2.125,100,186,60,Remnant,5
2.695,75,186,60,Remnant,5
3.265,50,186,60,Remnant,5
3.835,100,186,60,Remnant,5
4.41,25,186,60,Remnant,5
4.985,50,186,60,Remnant,5
5.555,25,186,60,Remnant,5
6.125,50,186,60,Remnant,5
6.695,50,186,60,Remnant,5
7.265,0,186,60,Remnant,5
7.84,0,186,60,Remnant,5
8.42,0,186,60,Remnant,5
-2.455,0,187,60,Remnant,5
-1.875,0,187,60,Remnant,5
-1.305,0,187,60,Remnant,5
-0.7345,0,187,60,Remnant,5
-0.163,0,187,60,Remnant,5
0.409,0,187,60,Remnant,5
0.9825,25,187,60,Remnant,5
1.555,25,187,60,Remnant,5
2.125,0,187,60,Remnant,5
2.695,125,187,60,Remnant,5
3.265,125,187,60,Remnant,5
3.835,50,187,60,Remnant,5
4.41,125,187,60,Remnant,5
4.985,200,187,60,Remnant,5
5.555,125,187,60,Remnant,5
6.125,25,187,60,Remnant,5
6.695,100,187,60,Remnant,5
7.265,25,187,60,Remnant,5
7.84,0,187,60,Remnant,5
8.42,0,187,60,Remnant,5
-2.455,0,188,61,Remnant,12
-1.875,0,188,61,Remnant,12
-1.305,0,188,61,Remnant,12
-0.7345,0,188,61,Remnant,12
-0.163,25,188,61,Remnant,12
0.409,125,188,61,Remnant,12
0.9825,275,188,61,Remnant,12
1.555,350,188,61,Remnant,12
2.125,250,188,61,Remnant,12
2.695,250,188,61,Remnant,12
3.265,50,188,61,Remnant,12
3.835,50,188,61,Remnant,12
4.41,175,188,61,Remnant,12
4.985,175,188,61,Remnant,12
5.555,75,188,61,Remnant,12
6.125,25,188,61,Remnant,12
6.695,75,188,61,Remnant,12
7.265,0,188,61,Remnant,12
7.84,0,188,61,Remnant,12
8.42,0,188,61,Remnant,12
-2.455,0,189,61,Remnant,12
-1.875,0,189,61,Remnant,12
-1.305,0,189,61,Remnant,12
-0.7345,0,189,61,Remnant,12
-0.163,25,189,61,Remnant,12
0.409,0,189,61,Remnant,12
0.9825,0,189,61,Remnant,12
1.555,50,189,61,Remnant,12
2.125,75,189,61,Remnant,12
2.695,175,189,61,Remnant,12
3.265,150,189,61,Remnant,12
3.835,200,189,61,Remnant,12
4.41,125,189,61,Remnant,12
4.985,150,189,61,Remnant,12
5.555,125,189,61,Remnant,12
6.125,75,189,61,Remnant,12
6.695,0,189,61,Remnant,12
7.265,0,189,61,Remnant,12
7.84,0,189,61,Remnant,12
8.42,0,189,61,Remnant,12
-2.455,0,190,61,Remnant,12
-1.875,0,190,61,Remnant,12
-1.305,0,190,61,Remnant,12
-0.7345,0,190,61,Remnant,12
-0.163,0,190,61,Remnant,12
0.409,25,190,61,Remnant,12
0.9825,100,190,61,Remnant,12
1.555,25,190,61,Remnant,12
2.125,25,190,61,Remnant,12
2.695,150,190,61,Remnant,12
3.265,175,190,61,Remnant,12
3.835,150,190,61,Remnant,12
4.41,75,190,61,Remnant,12
4.985,125,190,61,Remnant,12
5.555,100,190,61,Remnant,12
6.125,75,190,61,Remnant,12
6.695,0,190,61,Remnant,12
7.265,50,190,61,Remnant,12
7.84,0,190,61,Remnant,12
8.42,0,190,61,Remnant,12
-2.455,0,191,61,Remnant,12
-1.875,0,191,61,Remnant,12
-1.305,0,191,61,Remnant,12
-0.7345,0,191,61,Remnant,12
-0.163,0,191,61,Remnant,12
0.409,0,191,61,Remnant,12
0.9825,75,191,61,Remnant,12
1.555,100,191,61,Remnant,12
2.125,100,191,61,Remnant,12
2.695,175,191,61,Remnant,12
3.265,150,191,61,Remnant,12
3.835,150,191,61,Remnant,12
4.41,150,191,61,Remnant,12
4.985,150,191,61,Remnant,12
5.555,25,191,61,Remnant,12
6.125,25,191,61,Remnant,12
6.695,50,191,61,Remnant,12
7.265,0,191,61,Remnant,12
7.84,0,191,61,Remnant,12
8.42,0,191,61,Remnant,12
-2.455,0,192,61,Remnant,12
-1.875,0,192,61,Remnant,12
-1.305,0,192,61,Remnant,12
-0.7345,0,192,61,Remnant,12
-0.163,25,192,61,Remnant,12
0.409,100,192,61,Remnant,12
0.9825,150,192,61,Remnant,12
1.555,75,192,61,Remnant,12
2.125,100,192,61,Remnant,12
2.695,75,192,61,Remnant,12
3.265,100,192,61,Remnant,12
3.835,175,192,61,Remnant,12
4.41,175,192,61,Remnant,12
4.985,100,192,61,Remnant,12
5.555,100,192,61,Remnant,12
6.125,50,192,61,Remnant,12
6.695,50,192,61,Remnant,12
7.265,25,192,61,Remnant,12
7.84,0,192,61,Remnant,12
8.42,0,192,61,Remnant,12
-2.455,0,193,61,Remnant,12
-1.875,0,193,61,Remnant,12
-1.305,0,193,61,Remnant,12
-0.7345,0,193,61,Remnant,12
-0.163,50,193,61,Remnant,12
0.409,125,193,61,Remnant,12
0.9825,100,193,61,Remnant,12
1.555,75,193,61,Remnant,12
2.125,175,193,61,Remnant,12
2.695,150,193,61,Remnant,12
3.265,150,193,61,Remnant,12
3.835,175,193,61,Remnant,12
4.41,50,193,61,Remnant,12
4.985,0,193,61,Remnant,12
5.555,25,193,61,Remnant,12
6.125,0,193,61,Remnant,12
6.695,125,193,61,Remnant,12
7.265,0,193,61,Remnant,12
7.84,25,193,61,Remnant,12
8.42,0,193,61,Remnant,12
-2.455,0,194,62,Remnant,11
-1.875,0,194,62,Remnant,11
-1.305,0,194,62,Remnant,11
-0.7345,0,194,62,Remnant,11
-0.163,44.4444444444,194,62,Remnant,11
0.409,311.1111111111,194,62,Remnant,11
0.9825,533.3333333333,194,62,Remnant,11
1.555,266.6666666667,194,62,Remnant,11
2.125,133.3333333333,194,62,Remnant,11
2.695,133.3333333333,194,62,Remnant,11
3.265,266.6666666667,194,62,Remnant,11
3.835,266.6666666667,194,62,Remnant,11
4.41,177.7777777778,194,62,Remnant,11
4.985,222.2222222222,194,62,Remnant,11
5.555,177.7777777778,194,62,Remnant,11
6.125,0,194,62,Remnant,11
6.695,0,194,62,Remnant,11
7.265,0,194,62,Remnant,11
7.84,0,194,62,Remnant,11
8.42,0,194,62,Remnant,11
-2.455,0,195,62,Remnant,11
-1.875,0,195,62,Remnant,11
-1.305,0,195,62,Remnant,11
-0.7345,0,195,62,Remnant,11
-0.163,0,195,62,Remnant,11
0.409,177.7777777778,195,62,Remnant,11
0.9825,622.2222222222,195,62,Remnant,11
1.555,533.3333333333,195,62,Remnant,11
2.125,177.7777777778,195,62,Remnant,11
2.695,133.3333333333,195,62,Remnant,11
3.265,88.8888888889,195,62,Remnant,11
3.835,88.8888888889,195,62,Remnant,11
4.41,44.4444444444,195,62,Remnant,11
4.985,44.4444444444,195,62,Remnant,11
5.555,44.4444444444,195,62,Remnant,11
6.125,88.8888888889,195,62,Remnant,11
6.695,44.4444444444,195,62,Remnant,11
7.265,0,195,62,Remnant,11
7.84,0,195,62,Remnant,11
8.42,0,195,62,Remnant,11
-2.455,0,196,62,Remnant,11
-1.875,0,196,62,Remnant,11
-1.305,0,196,62,Remnant,11
-0.7345,0,196,62,Remnant,11
-0.163,0,196,62,Remnant,11
0.409,0,196,62,Remnant,11
0.9825,88.8888888889,196,62,Remnant,11
1.555,88.8888888889,196,62,Remnant,11
2.125,44.4444444444,196,62,Remnant,11
2.695,44.4444444444,196,62,Remnant,11
3.265,44.4444444444,196,62,Remnant,11
3.835,133.3333333333,196,62,Remnant,11
4.41,88.8888888889,196,62,Remnant,11
4.985,133.3333333333,196,62,Remnant,11
5.555,44.4444444444,196,62,Remnant,11
6.125,177.7777777778,196,62,Remnant,11
6.695,0,196,62,Remnant,11
7.265,0,196,62,Remnant,11
7.84,44.4444444444,196,62,Remnant,11
8.42,0,196,62,Remnant,11
-2.455,0,197,62,Remnant,11
-1.875,0,197,62,Remnant,11
-1.305,0,197,62,Remnant,11
-0.7345,0,197,62,Remnant,11
-0.163,88.8888888889,197,62,Remnant,11
0.409,222.2222222222,197,62,Remnant,11
0.9825,622.2222222222,197,62,Remnant,11
1.555,311.1111111111,197,62,Remnant,11
2.125,133.3333333333,197,62,Remnant,11
2.695,88.8888888889,197,62,Remnant,11
3.265,0,197,62,Remnant,11
3.835,0,197,62,Remnant,11
4.41,44.4444444444,197,62,Remnant,11
4.985,133.3333333333,197,62,Remnant,11
5.555,88.8888888889,197,62,Remnant,11
6.125,133.3333333333,197,62,Remnant,11
6.695,44.4444444444,197,62,Remnant,11
7.265,44.4444444444,197,62,Remnant,11
7.84,0,197,62,Remnant,11
8.42,0,197,62,Remnant,11
-2.455,0,198,63,Planting,5
-1.875,0,198,63,Planting,5
-1.305,0,198,63,Planting,5
-0.7345,0,198,63,Planting,5
-0.163,6.6445182724,198,63,Planting,5
0.409,13.2890365449,198,63,Planting,5
0.9825,0,198,63,Planting,5
1.555,0,198,63,Planting,5
2.125,0,198,63,Planting,5
2.695,0,198,63,Planting,5
3.265,0,198,63,Planting,5
3.835,0,198,63,Planting,5
4.41,46.511627907,198,63,Planting,5
4.985,199.3355481728,198,63,Planting,5
5.555,6.6445182724,198,63,Planting,5
6.125,0,198,63,Planting,5
6.695,0,198,63,Planting,5
7.265,0,198,63,Planting,5
7.84,0,198,63,Planting,5
8.42,0,198,63,Planting,5
-2.455,0,199,1,Planting,11
-1.875,0,199,1,Planting,11
-1.305,0,199,1,Planting,11
-0.7345,100,199,1,Planting,11
-0.163,700,199,1,Planting,11
0.409,300,199,1,Planting,11
0.9825,100,199,1,Planting,11
1.555,0,199,1,Planting,11
2.125,0,199,1,Planting,11
2.695,0,199,1,Planting,11
3.265,0,199,1,Planting,11
3.835,0,199,1,Planting,11
4.41,0,199,1,Planting,11
4.985,0,199,1,Planting,11
5.555,0,199,1,Planting,11
6.125,0,199,1,Planting,11
6.695,0,199,1,Planting,11
7.265,0,199,1,Planting,11
7.84,0,199,1,Planting,11
8.42,0,199,1,Planting,11
-2.455,0,200,1,Planting,11
-1.875,0,200,1,Planting,11
-1.305,0,200,1,Planting,11
-0.7345,100,200,1,Planting,11
-0.163,500,200,1,Planting,11
0.409,300,200,1,Planting,11
0.9825,100,200,1,Planting,11
1.555,100,200,1,Planting,11
2.125,200,200,1,Planting,11
2.695,0,200,1,Planting,11
3.265,0,200,1,Planting,11
3.835,0,200,1,Planting,11
4.41,0,200,1,Planting,11
4.985,0,200,1,Planting,11
5.555,0,200,1,Planting,11
6.125,0,200,1,Planting,11
6.695,0,200,1,Planting,11
7.265,0,200,1,Planting,11
7.84,0,200,1,Planting,11
8.42,0,200,1,Planting,11
-2.455,100,201,1,Planting,11
-1.875,0,201,1,Planting,11
-1.305,0,201,1,Planting,11
-0.7345,400,201,1,Planting,11
-0.163,200,201,1,Planting,11
0.409,100,201,1,Planting,11
0.9825,300,201,1,Planting,11
1.555,100,201,1,Planting,11
2.125,0,201,1,Planting,11
2.695,0,201,1,Planting,11
3.265,0,201,1,Planting,11
3.835,0,201,1,Planting,11
4.41,0,201,1,Planting,11
4.985,0,201,1,Planting,11
5.555,0,201,1,Planting,11
6.125,0,201,1,Planting,11
6.695,0,201,1,Planting,11
7.265,0,201,1,Planting,11
7.84,0,201,1,Planting,11
8.42,0,201,1,Planting,11
