Var1,Freq,pl.p,planting,plot.type,preRE
-2.455,0,1,2,Remnant,5
-1.875,0,1,2,Remnant,5
-1.305,0,1,2,Remnant,5
-0.7345,0,1,2,Remnant,5
-0.163,0,1,2,Remnant,5
0.409,40,1,2,Remnant,5
0.9825,0,1,2,Remnant,5
1.555,80,1,2,Remnant,5
2.125,240,1,2,Remnant,5
2.695,520,1,2,Remnant,5
3.265,160,1,2,Remnant,5
3.835,280,1,2,Remnant,5
4.41,80,1,2,Remnant,5
4.985,160,1,2,Remnant,5
5.555,0,1,2,Remnant,5
6.125,0,1,2,Remnant,5
6.695,40,1,2,Remnant,5
7.265,40,1,2,Remnant,5
7.84,40,1,2,Remnant,5
8.42,0,1,2,Remnant,5
-2.455,0,2,2,Remnant,5
-1.875,0,2,2,Remnant,5
-1.305,0,2,2,Remnant,5
-0.7345,0,2,2,Remnant,5
-0.163,0,2,2,Remnant,5
0.409,88.8888888889,2,2,Remnant,5
0.9825,133.3333333333,2,2,Remnant,5
1.555,266.6666666667,2,2,Remnant,5
2.125,355.5555555556,2,2,Remnant,5
2.695,44.4444444444,2,2,Remnant,5
3.265,222.2222222222,2,2,Remnant,5
3.835,133.3333333333,2,2,Remnant,5
4.41,400,2,2,Remnant,5
4.985,44.4444444444,2,2,Remnant,5
5.555,177.7777777778,2,2,Remnant,5
6.125,88.8888888889,2,2,Remnant,5
6.695,88.8888888889,2,2,Remnant,5
7.265,0,2,2,Remnant,5
7.84,0,2,2,Remnant,5
8.42,44.4444444444,2,2,Remnant,5
-2.455,0,3,2,Remnant,5
-1.875,0,3,2,Remnant,5
-1.305,0,3,2,Remnant,5
-0.7345,0,3,2,Remnant,5
-0.163,0,3,2,Remnant,5
0.409,0,3,2,Remnant,5
0.9825,160,3,2,Remnant,5
1.555,240,3,2,Remnant,5
2.125,200,3,2,Remnant,5
2.695,440,3,2,Remnant,5
3.265,80,3,2,Remnant,5
3.835,40,3,2,Remnant,5
4.41,40,3,2,Remnant,5
4.985,0,3,2,Remnant,5
5.555,40,3,2,Remnant,5
6.125,40,3,2,Remnant,5
6.695,200,3,2,Remnant,5
7.265,120,3,2,Remnant,5
7.84,0,3,2,Remnant,5
8.42,0,3,2,Remnant,5
-2.455,0,4,2,Remnant,5
-1.875,0,4,2,Remnant,5
-1.305,0,4,2,Remnant,5
-0.7345,0,4,2,Remnant,5
-0.163,44.4444444444,4,2,Remnant,5
0.409,266.6666666667,4,2,Remnant,5
0.9825,177.7777777778,4,2,Remnant,5
1.555,444.4444444444,4,2,Remnant,5
2.125,266.6666666667,4,2,Remnant,5
2.695,400,4,2,Remnant,5
3.265,44.4444444444,4,2,Remnant,5
3.835,88.8888888889,4,2,Remnant,5
4.41,88.8888888889,4,2,Remnant,5
4.985,44.4444444444,4,2,Remnant,5
5.555,44.4444444444,4,2,Remnant,5
6.125,44.4444444444,4,2,Remnant,5
6.695,44.4444444444,4,2,Remnant,5
7.265,0,4,2,Remnant,5
7.84,44.4444444444,4,2,Remnant,5
8.42,0,4,2,Remnant,5
-2.455,0,5,3,Remnant,10
-1.875,0,5,3,Remnant,10
-1.305,0,5,3,Remnant,10
-0.7345,0,5,3,Remnant,10
-0.163,33.3333333333,5,3,Remnant,10
0.409,111.1111111111,5,3,Remnant,10
0.9825,122.2222222222,5,3,Remnant,10
1.555,77.7777777778,5,3,Remnant,10
2.125,88.8888888889,5,3,Remnant,10
2.695,55.5555555556,5,3,Remnant,10
3.265,77.7777777778,5,3,Remnant,10
3.835,100,5,3,Remnant,10
4.41,66.6666666667,5,3,Remnant,10
4.985,22.2222222222,5,3,Remnant,10
5.555,22.2222222222,5,3,Remnant,10
6.125,66.6666666667,5,3,Remnant,10
6.695,22.2222222222,5,3,Remnant,10
7.265,0,5,3,Remnant,10
7.84,0,5,3,Remnant,10
8.42,0,5,3,Remnant,10
-2.455,0,6,3,Remnant,10
-1.875,0,6,3,Remnant,10
-1.305,0,6,3,Remnant,10
-0.7345,11.1111111111,6,3,Remnant,10
-0.163,22.2222222222,6,3,Remnant,10
0.409,300,6,3,Remnant,10
0.9825,366.6666666667,6,3,Remnant,10
1.555,211.1111111111,6,3,Remnant,10
2.125,144.4444444444,6,3,Remnant,10
2.695,144.4444444444,6,3,Remnant,10
3.265,111.1111111111,6,3,Remnant,10
3.835,0,6,3,Remnant,10
4.41,44.4444444444,6,3,Remnant,10
4.985,11.1111111111,6,3,Remnant,10
5.555,33.3333333333,6,3,Remnant,10
6.125,11.1111111111,6,3,Remnant,10
6.695,33.3333333333,6,3,Remnant,10
7.265,11.1111111111,6,3,Remnant,10
7.84,11.1111111111,6,3,Remnant,10
8.42,0,6,3,Remnant,10
-2.455,0,7,3,Remnant,10
-1.875,0,7,3,Remnant,10
-1.305,0,7,3,Remnant,10
-0.7345,0,7,3,Remnant,10
-0.163,0,7,3,Remnant,10
0.409,0,7,3,Remnant,10
0.9825,0,7,3,Remnant,10
1.555,11.1111111111,7,3,Remnant,10
2.125,22.2222222222,7,3,Remnant,10
2.695,22.2222222222,7,3,Remnant,10
3.265,88.8888888889,7,3,Remnant,10
3.835,0,7,3,Remnant,10
4.41,66.6666666667,7,3,Remnant,10
4.985,33.3333333333,7,3,Remnant,10
5.555,44.4444444444,7,3,Remnant,10
6.125,44.4444444444,7,3,Remnant,10
6.695,33.3333333333,7,3,Remnant,10
7.265,11.1111111111,7,3,Remnant,10
7.84,11.1111111111,7,3,Remnant,10
8.42,0,7,3,Remnant,10
-2.455,0,8,3,Remnant,10
-1.875,0,8,3,Remnant,10
-1.305,0,8,3,Remnant,10
-0.7345,0,8,3,Remnant,10
-0.163,0,8,3,Remnant,10
0.409,0,8,3,Remnant,10
0.9825,0,8,3,Remnant,10
1.555,11.1111111111,8,3,Remnant,10
2.125,0,8,3,Remnant,10
2.695,0,8,3,Remnant,10
3.265,0,8,3,Remnant,10
3.835,0,8,3,Remnant,10
4.41,0,8,3,Remnant,10
4.985,11.1111111111,8,3,Remnant,10
5.555,22.2222222222,8,3,Remnant,10
6.125,33.3333333333,8,3,Remnant,10
6.695,44.4444444444,8,3,Remnant,10
7.265,22.2222222222,8,3,Remnant,10
7.84,11.1111111111,8,3,Remnant,10
8.42,0,8,3,Remnant,10
-2.455,0,9,4,Old regrowth,3
-1.875,0,9,4,Old regrowth,3
-1.305,0,9,4,Old regrowth,3
-0.7345,0,9,4,Old regrowth,3
-0.163,0,9,4,Old regrowth,3
0.409,0,9,4,Old regrowth,3
0.9825,0,9,4,Old regrowth,3
1.555,11.1111111111,9,4,Old regrowth,3
2.125,0,9,4,Old regrowth,3
2.695,0,9,4,Old regrowth,3
3.265,22.2222222222,9,4,Old regrowth,3
3.835,44.4444444444,9,4,Old regrowth,3
4.41,22.2222222222,9,4,Old regrowth,3
4.985,66.6666666667,9,4,Old regrowth,3
5.555,44.4444444444,9,4,Old regrowth,3
6.125,88.8888888889,9,4,Old regrowth,3
6.695,44.4444444444,9,4,Old regrowth,3
7.265,33.3333333333,9,4,Old regrowth,3
7.84,0,9,4,Old regrowth,3
8.42,0,9,4,Old regrowth,3
-2.455,0,10,4,Old regrowth,3
-1.875,0,10,4,Old regrowth,3
-1.305,0,10,4,Old regrowth,3
-0.7345,0,10,4,Old regrowth,3
-0.163,0,10,4,Old regrowth,3
0.409,0,10,4,Old regrowth,3
0.9825,0,10,4,Old regrowth,3
1.555,44.4444444444,10,4,Old regrowth,3
2.125,22.2222222222,10,4,Old regrowth,3
2.695,11.1111111111,10,4,Old regrowth,3
3.265,33.3333333333,10,4,Old regrowth,3
3.835,33.3333333333,10,4,Old regrowth,3
4.41,33.3333333333,10,4,Old regrowth,3
4.985,66.6666666667,10,4,Old regrowth,3
5.555,55.5555555556,10,4,Old regrowth,3
6.125,33.3333333333,10,4,Old regrowth,3
6.695,44.4444444444,10,4,Old regrowth,3
7.265,11.1111111111,10,4,Old regrowth,3
7.84,22.2222222222,10,4,Old regrowth,3
8.42,0,10,4,Old regrowth,3
-2.455,0,11,4,Old regrowth,3
-1.875,0,11,4,Old regrowth,3
-1.305,0,11,4,Old regrowth,3
-0.7345,0,11,4,Old regrowth,3
-0.163,0,11,4,Old regrowth,3
0.409,0,11,4,Old regrowth,3
0.9825,0,11,4,Old regrowth,3
1.555,0,11,4,Old regrowth,3
2.125,22.2222222222,11,4,Old regrowth,3
2.695,22.2222222222,11,4,Old regrowth,3
3.265,11.1111111111,11,4,Old regrowth,3
3.835,11.1111111111,11,4,Old regrowth,3
4.41,33.3333333333,11,4,Old regrowth,3
4.985,44.4444444444,11,4,Old regrowth,3
5.555,44.4444444444,11,4,Old regrowth,3
6.125,22.2222222222,11,4,Old regrowth,3
6.695,0,11,4,Old regrowth,3
7.265,55.5555555556,11,4,Old regrowth,3
7.84,0,11,4,Old regrowth,3
8.42,11.1111111111,11,4,Old regrowth,3
-2.455,0,12,4,Old regrowth,3
-1.875,0,12,4,Old regrowth,3
-1.305,0,12,4,Old regrowth,3
-0.7345,0,12,4,Old regrowth,3
-0.163,0,12,4,Old regrowth,3
0.409,0,12,4,Old regrowth,3
0.9825,0,12,4,Old regrowth,3
1.555,0,12,4,Old regrowth,3
2.125,0,12,4,Old regrowth,3
2.695,0,12,4,Old regrowth,3
3.265,11.1111111111,12,4,Old regrowth,3
3.835,11.1111111111,12,4,Old regrowth,3
4.41,44.4444444444,12,4,Old regrowth,3
4.985,44.4444444444,12,4,Old regrowth,3
5.555,88.8888888889,12,4,Old regrowth,3
6.125,77.7777777778,12,4,Old regrowth,3
6.695,33.3333333333,12,4,Old regrowth,3
7.265,0,12,4,Old regrowth,3
7.84,11.1111111111,12,4,Old regrowth,3
8.42,0,12,4,Old regrowth,3
-2.455,0,13,5,Old regrowth,5
-1.875,0,13,5,Old regrowth,5
-1.305,0,13,5,Old regrowth,5
-0.7345,0,13,5,Old regrowth,5
-0.163,0,13,5,Old regrowth,5
0.409,0,13,5,Old regrowth,5
0.9825,11.1111111111,13,5,Old regrowth,5
1.555,0,13,5,Old regrowth,5
2.125,33.3333333333,13,5,Old regrowth,5
2.695,11.1111111111,13,5,Old regrowth,5
3.265,66.6666666667,13,5,Old regrowth,5
3.835,100,13,5,Old regrowth,5
4.41,44.4444444444,13,5,Old regrowth,5
4.985,44.4444444444,13,5,Old regrowth,5
5.555,88.8888888889,13,5,Old regrowth,5
6.125,66.6666666667,13,5,Old regrowth,5
6.695,11.1111111111,13,5,Old regrowth,5
7.265,11.1111111111,13,5,Old regrowth,5
7.84,0,13,5,Old regrowth,5
8.42,0,13,5,Old regrowth,5
-2.455,0,14,5,Old regrowth,5
-1.875,0,14,5,Old regrowth,5
-1.305,0,14,5,Old regrowth,5
-0.7345,0,14,5,Old regrowth,5
-0.163,0,14,5,Old regrowth,5
0.409,0,14,5,Old regrowth,5
0.9825,11.1111111111,14,5,Old regrowth,5
1.555,0,14,5,Old regrowth,5
2.125,0,14,5,Old regrowth,5
2.695,0,14,5,Old regrowth,5
3.265,0,14,5,Old regrowth,5
3.835,33.3333333333,14,5,Old regrowth,5
4.41,11.1111111111,14,5,Old regrowth,5
4.985,88.8888888889,14,5,Old regrowth,5
5.555,100,14,5,Old regrowth,5
6.125,22.2222222222,14,5,Old regrowth,5
6.695,11.1111111111,14,5,Old regrowth,5
7.265,11.1111111111,14,5,Old regrowth,5
7.84,0,14,5,Old regrowth,5
8.42,0,14,5,Old regrowth,5
-2.455,0,15,5,Old regrowth,5
-1.875,0,15,5,Old regrowth,5
-1.305,0,15,5,Old regrowth,5
-0.7345,0,15,5,Old regrowth,5
-0.163,0,15,5,Old regrowth,5
0.409,0,15,5,Old regrowth,5
0.9825,0,15,5,Old regrowth,5
1.555,11.1111111111,15,5,Old regrowth,5
2.125,22.2222222222,15,5,Old regrowth,5
2.695,11.1111111111,15,5,Old regrowth,5
3.265,11.1111111111,15,5,Old regrowth,5
3.835,100,15,5,Old regrowth,5
4.41,100,15,5,Old regrowth,5
4.985,133.3333333333,15,5,Old regrowth,5
5.555,166.6666666667,15,5,Old regrowth,5
6.125,66.6666666667,15,5,Old regrowth,5
6.695,11.1111111111,15,5,Old regrowth,5
7.265,0,15,5,Old regrowth,5
7.84,0,15,5,Old regrowth,5
8.42,0,15,5,Old regrowth,5
-2.455,0,16,6,Old regrowth,5
-1.875,0,16,6,Old regrowth,5
-1.305,0,16,6,Old regrowth,5
-0.7345,0,16,6,Old regrowth,5
-0.163,11.1111111111,16,6,Old regrowth,5
0.409,22.2222222222,16,6,Old regrowth,5
0.9825,11.1111111111,16,6,Old regrowth,5
1.555,0,16,6,Old regrowth,5
2.125,0,16,6,Old regrowth,5
2.695,0,16,6,Old regrowth,5
3.265,11.1111111111,16,6,Old regrowth,5
3.835,33.3333333333,16,6,Old regrowth,5
4.41,33.3333333333,16,6,Old regrowth,5
4.985,133.3333333333,16,6,Old regrowth,5
5.555,100,16,6,Old regrowth,5
6.125,55.5555555556,16,6,Old regrowth,5
6.695,0,16,6,Old regrowth,5
7.265,0,16,6,Old regrowth,5
7.84,0,16,6,Old regrowth,5
8.42,0,16,6,Old regrowth,5
-2.455,0,17,6,Old regrowth,5
-1.875,0,17,6,Old regrowth,5
-1.305,0,17,6,Old regrowth,5
-0.7345,0,17,6,Old regrowth,5
-0.163,11.1111111111,17,6,Old regrowth,5
0.409,44.4444444444,17,6,Old regrowth,5
0.9825,44.4444444444,17,6,Old regrowth,5
1.555,22.2222222222,17,6,Old regrowth,5
2.125,11.1111111111,17,6,Old regrowth,5
2.695,0,17,6,Old regrowth,5
3.265,11.1111111111,17,6,Old regrowth,5
3.835,22.2222222222,17,6,Old regrowth,5
4.41,33.3333333333,17,6,Old regrowth,5
4.985,122.2222222222,17,6,Old regrowth,5
5.555,122.2222222222,17,6,Old regrowth,5
6.125,44.4444444444,17,6,Old regrowth,5
6.695,0,17,6,Old regrowth,5
7.265,0,17,6,Old regrowth,5
7.84,0,17,6,Old regrowth,5
8.42,0,17,6,Old regrowth,5
-2.455,0,18,6,Old regrowth,5
-1.875,0,18,6,Old regrowth,5
-1.305,0,18,6,Old regrowth,5
-0.7345,0,18,6,Old regrowth,5
-0.163,0,18,6,Old regrowth,5
0.409,0,18,6,Old regrowth,5
0.9825,11.1111111111,18,6,Old regrowth,5
1.555,11.1111111111,18,6,Old regrowth,5
2.125,11.1111111111,18,6,Old regrowth,5
2.695,11.1111111111,18,6,Old regrowth,5
3.265,33.3333333333,18,6,Old regrowth,5
3.835,33.3333333333,18,6,Old regrowth,5
4.41,77.7777777778,18,6,Old regrowth,5
4.985,144.4444444444,18,6,Old regrowth,5
5.555,155.5555555556,18,6,Old regrowth,5
6.125,66.6666666667,18,6,Old regrowth,5
6.695,33.3333333333,18,6,Old regrowth,5
7.265,0,18,6,Old regrowth,5
7.84,0,18,6,Old regrowth,5
8.42,0,18,6,Old regrowth,5
-2.455,0,19,6,Old regrowth,5
-1.875,0,19,6,Old regrowth,5
-1.305,0,19,6,Old regrowth,5
-0.7345,0,19,6,Old regrowth,5
-0.163,0,19,6,Old regrowth,5
0.409,0,19,6,Old regrowth,5
0.9825,11.1111111111,19,6,Old regrowth,5
1.555,22.2222222222,19,6,Old regrowth,5
2.125,22.2222222222,19,6,Old regrowth,5
2.695,11.1111111111,19,6,Old regrowth,5
3.265,33.3333333333,19,6,Old regrowth,5
3.835,100,19,6,Old regrowth,5
4.41,122.2222222222,19,6,Old regrowth,5
4.985,88.8888888889,19,6,Old regrowth,5
5.555,88.8888888889,19,6,Old regrowth,5
6.125,22.2222222222,19,6,Old regrowth,5
6.695,0,19,6,Old regrowth,5
7.265,0,19,6,Old regrowth,5
7.84,0,19,6,Old regrowth,5
8.42,0,19,6,Old regrowth,5
-2.455,0,20,7,Young regrowth,5
-1.875,0,20,7,Young regrowth,5
-1.305,0,20,7,Young regrowth,5
-0.7345,0,20,7,Young regrowth,5
-0.163,88.8888888889,20,7,Young regrowth,5
0.409,622.2222222222,20,7,Young regrowth,5
0.9825,533.3333333333,20,7,Young regrowth,5
1.555,355.5555555556,20,7,Young regrowth,5
2.125,177.7777777778,20,7,Young regrowth,5
2.695,0,20,7,Young regrowth,5
3.265,0,20,7,Young regrowth,5
3.835,0,20,7,Young regrowth,5
4.41,0,20,7,Young regrowth,5
4.985,0,20,7,Young regrowth,5
5.555,0,20,7,Young regrowth,5
6.125,0,20,7,Young regrowth,5
6.695,0,20,7,Young regrowth,5
7.265,0,20,7,Young regrowth,5
7.84,0,20,7,Young regrowth,5
8.42,0,20,7,Young regrowth,5
-2.455,0,21,7,Young regrowth,5
-1.875,0,21,7,Young regrowth,5
-1.305,0,21,7,Young regrowth,5
-0.7345,44.4444444444,21,7,Young regrowth,5
-0.163,133.3333333333,21,7,Young regrowth,5
0.409,44.4444444444,21,7,Young regrowth,5
0.9825,44.4444444444,21,7,Young regrowth,5
1.555,177.7777777778,21,7,Young regrowth,5
2.125,311.1111111111,21,7,Young regrowth,5
2.695,577.7777777778,21,7,Young regrowth,5
3.265,177.7777777778,21,7,Young regrowth,5
3.835,44.4444444444,21,7,Young regrowth,5
4.41,0,21,7,Young regrowth,5
4.985,0,21,7,Young regrowth,5
5.555,0,21,7,Young regrowth,5
6.125,0,21,7,Young regrowth,5
6.695,0,21,7,Young regrowth,5
7.265,0,21,7,Young regrowth,5
7.84,0,21,7,Young regrowth,5
8.42,0,21,7,Young regrowth,5
-2.455,0,22,8,Young regrowth,7
-1.875,0,22,8,Young regrowth,7
-1.305,0,22,8,Young regrowth,7
-0.7345,44.4444444444,22,8,Young regrowth,7
-0.163,266.6666666667,22,8,Young regrowth,7
0.409,800,22,8,Young regrowth,7
0.9825,488.8888888889,22,8,Young regrowth,7
1.555,177.7777777778,22,8,Young regrowth,7
2.125,44.4444444444,22,8,Young regrowth,7
2.695,0,22,8,Young regrowth,7
3.265,88.8888888889,22,8,Young regrowth,7
3.835,133.3333333333,22,8,Young regrowth,7
4.41,0,22,8,Young regrowth,7
4.985,88.8888888889,22,8,Young regrowth,7
5.555,0,22,8,Young regrowth,7
6.125,0,22,8,Young regrowth,7
6.695,0,22,8,Young regrowth,7
7.265,0,22,8,Young regrowth,7
7.84,0,22,8,Young regrowth,7
8.42,0,22,8,Young regrowth,7
-2.455,0,23,8,Young regrowth,7
-1.875,0,23,8,Young regrowth,7
-1.305,0,23,8,Young regrowth,7
-0.7345,0,23,8,Young regrowth,7
-0.163,0,23,8,Young regrowth,7
0.409,133.3333333333,23,8,Young regrowth,7
0.9825,311.1111111111,23,8,Young regrowth,7
1.555,44.4444444444,23,8,Young regrowth,7
2.125,88.8888888889,23,8,Young regrowth,7
2.695,266.6666666667,23,8,Young regrowth,7
3.265,355.5555555556,23,8,Young regrowth,7
3.835,177.7777777778,23,8,Young regrowth,7
4.41,0,23,8,Young regrowth,7
4.985,0,23,8,Young regrowth,7
5.555,0,23,8,Young regrowth,7
6.125,0,23,8,Young regrowth,7
6.695,0,23,8,Young regrowth,7
7.265,0,23,8,Young regrowth,7
7.84,0,23,8,Young regrowth,7
8.42,0,23,8,Young regrowth,7
-2.455,0,24,8,Young regrowth,7
-1.875,0,24,8,Young regrowth,7
-1.305,0,24,8,Young regrowth,7
-0.7345,0,24,8,Young regrowth,7
-0.163,0,24,8,Young regrowth,7
0.409,88.8888888889,24,8,Young regrowth,7
0.9825,133.3333333333,24,8,Young regrowth,7
1.555,266.6666666667,24,8,Young regrowth,7
2.125,133.3333333333,24,8,Young regrowth,7
2.695,88.8888888889,24,8,Young regrowth,7
3.265,0,24,8,Young regrowth,7
3.835,44.4444444444,24,8,Young regrowth,7
4.41,88.8888888889,24,8,Young regrowth,7
4.985,44.4444444444,24,8,Young regrowth,7
5.555,0,24,8,Young regrowth,7
6.125,0,24,8,Young regrowth,7
6.695,0,24,8,Young regrowth,7
7.265,0,24,8,Young regrowth,7
7.84,0,24,8,Young regrowth,7
8.42,0,24,8,Young regrowth,7
-2.455,0,25,8,Young regrowth,7
-1.875,0,25,8,Young regrowth,7
-1.305,0,25,8,Young regrowth,7
-0.7345,0,25,8,Young regrowth,7
-0.163,0,25,8,Young regrowth,7
0.409,133.3333333333,25,8,Young regrowth,7
0.9825,266.6666666667,25,8,Young regrowth,7
1.555,266.6666666667,25,8,Young regrowth,7
2.125,266.6666666667,25,8,Young regrowth,7
2.695,622.2222222222,25,8,Young regrowth,7
3.265,400,25,8,Young regrowth,7
3.835,177.7777777778,25,8,Young regrowth,7
4.41,88.8888888889,25,8,Young regrowth,7
4.985,0,25,8,Young regrowth,7
5.555,0,25,8,Young regrowth,7
6.125,0,25,8,Young regrowth,7
6.695,0,25,8,Young regrowth,7
7.265,0,25,8,Young regrowth,7
7.84,0,25,8,Young regrowth,7
8.42,0,25,8,Young regrowth,7
-2.455,0,26,9,Old regrowth,8
-1.875,0,26,9,Old regrowth,8
-1.305,0,26,9,Old regrowth,8
-0.7345,0,26,9,Old regrowth,8
-0.163,0,26,9,Old regrowth,8
0.409,0,26,9,Old regrowth,8
0.9825,0,26,9,Old regrowth,8
1.555,0,26,9,Old regrowth,8
2.125,33.3333333333,26,9,Old regrowth,8
2.695,77.7777777778,26,9,Old regrowth,8
3.265,66.6666666667,26,9,Old regrowth,8
3.835,100,26,9,Old regrowth,8
4.41,200,26,9,Old regrowth,8
4.985,155.5555555556,26,9,Old regrowth,8
5.555,66.6666666667,26,9,Old regrowth,8
6.125,22.2222222222,26,9,Old regrowth,8
6.695,0,26,9,Old regrowth,8
7.265,0,26,9,Old regrowth,8
7.84,0,26,9,Old regrowth,8
8.42,0,26,9,Old regrowth,8
-2.455,0,27,10,Young regrowth,11
-1.875,0,27,10,Young regrowth,11
-1.305,0,27,10,Young regrowth,11
-0.7345,0,27,10,Young regrowth,11
-0.163,0,27,10,Young regrowth,11
0.409,0,27,10,Young regrowth,11
0.9825,25,27,10,Young regrowth,11
1.555,25,27,10,Young regrowth,11
2.125,50,27,10,Young regrowth,11
2.695,75,27,10,Young regrowth,11
3.265,275,27,10,Young regrowth,11
3.835,125,27,10,Young regrowth,11
4.41,100,27,10,Young regrowth,11
4.985,175,27,10,Young regrowth,11
5.555,150,27,10,Young regrowth,11
6.125,25,27,10,Young regrowth,11
6.695,0,27,10,Young regrowth,11
7.265,0,27,10,Young regrowth,11
7.84,0,27,10,Young regrowth,11
8.42,0,27,10,Young regrowth,11
-2.455,0,28,10,Young regrowth,11
-1.875,0,28,10,Young regrowth,11
-1.305,0,28,10,Young regrowth,11
-0.7345,0,28,10,Young regrowth,11
-0.163,25,28,10,Young regrowth,11
0.409,75,28,10,Young regrowth,11
0.9825,225,28,10,Young regrowth,11
1.555,275,28,10,Young regrowth,11
2.125,225,28,10,Young regrowth,11
2.695,75,28,10,Young regrowth,11
3.265,100,28,10,Young regrowth,11
3.835,175,28,10,Young regrowth,11
4.41,300,28,10,Young regrowth,11
4.985,175,28,10,Young regrowth,11
5.555,50,28,10,Young regrowth,11
6.125,0,28,10,Young regrowth,11
6.695,0,28,10,Young regrowth,11
7.265,0,28,10,Young regrowth,11
7.84,0,28,10,Young regrowth,11
8.42,0,28,10,Young regrowth,11
-2.455,0,29,11,Remnant,9-10
-1.875,0,29,11,Remnant,9-10
-1.305,0,29,11,Remnant,9-10
-0.7345,44.4444444444,29,11,Remnant,9-10
-0.163,88.8888888889,29,11,Remnant,9-10
0.409,133.3333333333,29,11,Remnant,9-10
0.9825,311.1111111111,29,11,Remnant,9-10
1.555,266.6666666667,29,11,Remnant,9-10
2.125,133.3333333333,29,11,Remnant,9-10
2.695,177.7777777778,29,11,Remnant,9-10
3.265,222.2222222222,29,11,Remnant,9-10
3.835,133.3333333333,29,11,Remnant,9-10
4.41,133.3333333333,29,11,Remnant,9-10
4.985,266.6666666667,29,11,Remnant,9-10
5.555,44.4444444444,29,11,Remnant,9-10
6.125,88.8888888889,29,11,Remnant,9-10
6.695,88.8888888889,29,11,Remnant,9-10
7.265,0,29,11,Remnant,9-10
7.84,44.4444444444,29,11,Remnant,9-10
8.42,0,29,11,Remnant,9-10
-2.455,0,30,11,Remnant,9-10
-1.875,0,30,11,Remnant,9-10
-1.305,0,30,11,Remnant,9-10
-0.7345,0,30,11,Remnant,9-10
-0.163,133.3333333333,30,11,Remnant,9-10
0.409,133.3333333333,30,11,Remnant,9-10
0.9825,44.4444444444,30,11,Remnant,9-10
1.555,88.8888888889,30,11,Remnant,9-10
2.125,133.3333333333,30,11,Remnant,9-10
2.695,44.4444444444,30,11,Remnant,9-10
3.265,44.4444444444,30,11,Remnant,9-10
3.835,44.4444444444,30,11,Remnant,9-10
4.41,0,30,11,Remnant,9-10
4.985,44.4444444444,30,11,Remnant,9-10
5.555,44.4444444444,30,11,Remnant,9-10
6.125,44.4444444444,30,11,Remnant,9-10
6.695,88.8888888889,30,11,Remnant,9-10
7.265,0,30,11,Remnant,9-10
7.84,44.4444444444,30,11,Remnant,9-10
8.42,0,30,11,Remnant,9-10
-2.455,0,31,11,Remnant,9-10
-1.875,0,31,11,Remnant,9-10
-1.305,0,31,11,Remnant,9-10
-0.7345,0,31,11,Remnant,9-10
-0.163,0,31,11,Remnant,9-10
0.409,44.4444444444,31,11,Remnant,9-10
0.9825,133.3333333333,31,11,Remnant,9-10
1.555,88.8888888889,31,11,Remnant,9-10
2.125,177.7777777778,31,11,Remnant,9-10
2.695,177.7777777778,31,11,Remnant,9-10
3.265,44.4444444444,31,11,Remnant,9-10
3.835,88.8888888889,31,11,Remnant,9-10
4.41,88.8888888889,31,11,Remnant,9-10
4.985,44.4444444444,31,11,Remnant,9-10
5.555,88.8888888889,31,11,Remnant,9-10
6.125,44.4444444444,31,11,Remnant,9-10
6.695,88.8888888889,31,11,Remnant,9-10
7.265,44.4444444444,31,11,Remnant,9-10
7.84,0,31,11,Remnant,9-10
8.42,0,31,11,Remnant,9-10
-2.455,0,32,12,Old regrowth,11
-1.875,0,32,12,Old regrowth,11
-1.305,0,32,12,Old regrowth,11
-0.7345,0,32,12,Old regrowth,11
-0.163,11.1111111111,32,12,Old regrowth,11
0.409,0,32,12,Old regrowth,11
0.9825,33.3333333333,32,12,Old regrowth,11
1.555,55.5555555556,32,12,Old regrowth,11
2.125,55.5555555556,32,12,Old regrowth,11
2.695,88.8888888889,32,12,Old regrowth,11
3.265,44.4444444444,32,12,Old regrowth,11
3.835,88.8888888889,32,12,Old regrowth,11
4.41,22.2222222222,32,12,Old regrowth,11
4.985,177.7777777778,32,12,Old regrowth,11
5.555,77.7777777778,32,12,Old regrowth,11
6.125,0,32,12,Old regrowth,11
6.695,0,32,12,Old regrowth,11
7.265,0,32,12,Old regrowth,11
7.84,0,32,12,Old regrowth,11
8.42,0,32,12,Old regrowth,11
-2.455,0,33,12,Old regrowth,11
-1.875,0,33,12,Old regrowth,11
-1.305,0,33,12,Old regrowth,11
-0.7345,0,33,12,Old regrowth,11
-0.163,0,33,12,Old regrowth,11
0.409,0,33,12,Old regrowth,11
0.9825,22.2222222222,33,12,Old regrowth,11
1.555,33.3333333333,33,12,Old regrowth,11
2.125,55.5555555556,33,12,Old regrowth,11
2.695,66.6666666667,33,12,Old regrowth,11
3.265,111.1111111111,33,12,Old regrowth,11
3.835,111.1111111111,33,12,Old regrowth,11
4.41,66.6666666667,33,12,Old regrowth,11
4.985,155.5555555556,33,12,Old regrowth,11
5.555,88.8888888889,33,12,Old regrowth,11
6.125,11.1111111111,33,12,Old regrowth,11
6.695,0,33,12,Old regrowth,11
7.265,0,33,12,Old regrowth,11
7.84,0,33,12,Old regrowth,11
8.42,0,33,12,Old regrowth,11
-2.455,0,34,12,Old regrowth,11
-1.875,0,34,12,Old regrowth,11
-1.305,0,34,12,Old regrowth,11
-0.7345,0,34,12,Old regrowth,11
-0.163,0,34,12,Old regrowth,11
